pdf x_grid
4.0840841104e-06 11.462849617
4.12223978481e-06 12.4609712106
4.1606667147e-06 13.4590928042
4.19936625161e-06 14.4572143978
4.23833975568e-06 15.4553359914
4.2775885959e-06 16.453457585
4.31711415024e-06 17.4515791786
4.35691780589e-06 18.4497007722
4.39700095941e-06 19.4478223658
4.437365017e-06 20.4459439594
4.47801139466e-06 21.444065553
4.51894151838e-06 22.4421871466
4.5601568244e-06 23.4403087403
4.6016587594e-06 24.4384303339
4.6434487807e-06 25.4365519275
4.6855283565e-06 26.4346735211
4.7278989661e-06 27.4327951147
4.77056210009e-06 28.4309167083
4.81351926063e-06 29.4290383019
4.85677196166e-06 30.4271598955
4.90032172909e-06 31.4252814891
4.9441701011e-06 32.4234030827
4.98831862833e-06 33.4215246763
5.03276887413e-06 34.4196462699
5.07752241483e-06 35.4177678635
5.12258083992e-06 36.4158894571
5.16794575236e-06 37.4140110507
5.21361876882e-06 38.4121326443
5.25960151988e-06 39.4102542379
5.30589565034e-06 40.4083758315
5.35250281945e-06 41.4064974251
5.39942470117e-06 42.4046190187
5.44666298443e-06 43.4027406123
5.4942193734e-06 44.4008622059
5.54209558773e-06 45.3989837995
5.59029336285e-06 46.3971053931
5.6388144502e-06 47.3952269867
5.68766061754e-06 48.3933485803
5.73683364919e-06 49.391470174
5.78633534629e-06 50.3895917676
5.83616752713e-06 51.3877133612
5.88633202738e-06 52.3858349548
5.93683070037e-06 53.3839565484
5.98766541738e-06 54.382078142
6.03883806792e-06 55.3801997356
6.09035056002e-06 56.3783213292
6.14220482049e-06 57.3764429228
6.19440279522e-06 58.3745645164
6.24694644946e-06 59.37268611
6.2998377681e-06 60.3708077036
6.35307875597e-06 61.3689292972
6.40667143811e-06 62.3670508908
6.46061786008e-06 63.3651724844
6.51492008824e-06 64.363294078
6.56958021003e-06 65.3614156716
6.62460033425e-06 66.3595372652
6.67998259139e-06 67.3576588588
6.73572913388e-06 68.3557804524
6.79184213641e-06 69.353902046
6.84832379621e-06 70.3520236396
6.90517633331e-06 71.3501452332
6.9624019909e-06 72.3482668268
7.02000303554e-06 73.3463884204
7.07798175751e-06 74.3445100141
7.13634047109e-06 75.3426316077
7.1950815148e-06 76.3407532013
