Line Time1 Time2 Distance
L0J1	100	200	0.587507273885248
L0J1	200	300	0.692967191787501
L0J2	100	200	0.535399075979216
L0J2	200	300	0.602843290069088
L0J3	100	200	0.697595227940629
L0J3	200	300	0.417806995996276
L0J4	100	200	0.777055376925802
L0J4	200	300	0.812731033911576
L0J5	100	200	0.722907938080741
L0J5	200	300	0.729054788893338
L1J1	100	200	0.617151972218769
L1J1	200	300	0.549080997545657
L1J2	100	200	0.458899424256533
L1J2	200	300	0.751288282415067
L1J3	100	200	0.565286017812932
L1J4	100	200	0.756637965888307
L1J5	100	200	0.500842360352336
L1J5	200	300	0.228475486363849
L2J2	100	200	0.778587924183001
L2J2	200	300	0.721990964257816
L2J3	100	200	0.874890214107341
L2J3	200	300	0.21785041189019
L2J4	100	200	0.769347403849347
L2J4	200	300	0.577667089921271
L2J5	100	200	0.64266009398551
L2J5	200	300	0.47974344238857
