	strain	pi_mean	pi_var
0	KBS0703	0.329156595743	0.136415770611
1	KBS0710	0.0	0.0
2	KBS0711	1.21650363097	0.780381479484
3	KBS0713	1.15527376752	0.739323875418
4	KBS0715	0.581394866008	0.281537388171
5	KBS0721	0.0	0.0
6	KBS0722	0.398466495002	0.188994253424
7	KBS0724	0.655346706904	0.323374861595
8	KBS0727	0.492225388298	0.219632718604
9	KBS0802	0.991308896838	0.55335625866
