Sample Rep b0 A umax L z umax_lw umax_up umax_lw_FI umax_up_FI
L1S5-100 1 0.0362547457917 0.32784 0.0851345864569 5.60740131261 -2.84228789425 0.0589124286081 0.111356744306 0.0589119467609 0.111357226153
L1S1-100 2 -0.0726790483598 0.58401108336 0.0260743691892 -2.2140402794 -3.41222501829 0.0240540404921 0.0280946978862 0.0240540033674 0.0280947350109
L2S1-100 2 0.0430235148013 0.241311011456 0.0348318079536 3.84846691009 -3.92236300877 0.0310306122965 0.0386330036108 0.0310305424473 0.0386330734599
L1S1-100 3 0.00862270296857 0.478643321218 0.0281398229489 1.73790978246 -3.64078873837 0.0259363632517 0.0303432826462 0.0259363227618 0.030343323136
L2S1-100 3 0.0442204414651 0.22812 0.03707125113 4.06554477834 -3.25031004209 0.0290339271512 0.0451085751088 0.0290337794607 0.0451087227993
L1S1-100 1 0.0545115539726 0.286119231257 0.0483330891996 5.28411170065 -3.16779566632 0.0393665333218 0.0572996450774 0.0393663685562 0.057299809843
L2S1-100 1 0.041329006733 0.239098727442 0.0329105928836 4.06213834168 -3.59698487481 0.0282071153787 0.0376140703886 0.0282070289496 0.0376141568177
L1S2-100 2 0.0445189117405 0.36156 0.0731431950889 5.12795128779 -2.7940264366 0.0554596642394 0.0908267259384 0.0554593392944 0.0908270508834
L2S2-100 2 -0.460966440581 0.722607886061 0.0249689171461 -20.0 -3.78785648306 -0.00233851856944 0.0522763528616 -0.0023390203592 0.0522768546514
L1S2-100 3 0.0451175481096 0.34458 0.0822706548576 4.94199485951 -2.79776399216 0.0595341589579 0.105007150757 0.0595337411618 0.105007568554
L2S2-100 3 -0.322810621211 0.587792335038 0.0174874728152 -20.0 -3.71655929573 -0.00410441331344 0.0390793589437 -0.00410481007671 0.039079755707
L1S2-100 1 0.00636124363239 0.36972 0.0734035881525 4.63292898585 -2.24561603346 0.0426514143202 0.104155761985 0.0426508492314 0.104156327074
L2S2-100 1 -0.0935990225244 0.325263451247 0.016598498343 -6.40406514768 -3.91255430872 0.0102010772953 0.0229959193908 0.010200959739 0.0229960369471
L1S4-100 2 0.0495902943569 0.33432 0.0921583942314 5.42286229234 -2.93794322575 0.0667416242621 0.117575164201 0.0667411572144 0.117575631248
L2S3-100 2 0.0885962157699 0.2241 0.0386838193111 17.9871021837 -3.35146679551 0.0260183758939 0.0513492627284 0.0260181431592 0.0513494954631
L1S4-100 3 0.0264738521891 0.34386 0.0928579084733 4.77150519112 -2.80448168589 0.0650742916234 0.120641525323 0.0650737810835 0.120642035863
L2S3-100 3 0.0494610601092 0.234710068239 0.0124849487188 6.06438244879 -3.17084230609 0.0106364228907 0.0143334745469 0.010636388923 0.0143335085146
L1S4-100 1 -0.0257117241731 0.35808 0.0785498890197 3.54089490079 -2.2979256579 0.0242347766909 0.132865001348 0.0242337786196 0.13286599942
L2S3-100 1 0.0415477900785 0.221438975048 0.0112020803466 4.90087726617 -3.21613677726 0.00958846591895 0.0128156947743 0.00958843626786 0.0128157244254
L1S5-100 2 0.0409777680222 0.30024 0.0733613310281 5.70290204906 -2.8264968552 0.0495812286354 0.0971414334208 0.0495807916624 0.0971418703938
L1S5-100 3 0.0529437536614 0.2898 0.0701741132295 5.69496280585 -3.11523624628 0.0527895609295 0.0875586655294 0.0527892414785 0.0875589849805
