Sample Rep b0 A umax L z umax_lw umax_up umax_lw_FI umax_up_FI
L2J2-100 1 0.0472698554161 0.599916671845 0.0757583100961 13.6468336237 -4.54472813143 0.0728550721683 0.0786615480239 0.0728550188196 0.0786616013726
L2B1-100 2 0.0389484441436 0.148961128071 0.037552861316 4.50851734765 -5.77088701448 0.0354539747194 0.0396517479127 0.0354539361512 0.0396517864809
L2J3-100 2 0.0406179927596 1.02838845945 0.1009357013 4.00939747986 -4.35606822907 0.0987945728853 0.103076829716 0.0987945335409 0.10307686906
L2B1-100 3 0.0402124286397 0.134990870616 0.0355786909454 4.7270678489 -5.83728953287 0.0332972347351 0.0378601471556 0.0332971928121 0.0378601890787
L2J3-100 3 0.0386091700286 1.0204930474 0.0984000179579 4.26441186437 -4.24394554247 0.0961192091311 0.100680826785 0.0961191672199 0.100680868696
L2B1-100 1 -0.568925112725 0.808236977308 0.0306407685635 -20.0 -4.08100905203 -0.0491510135757 0.110432550703 -0.0491524797953 0.110434016922
L2J3-100 1 0.0381244246428 1.04735008817 0.100316724207 4.13433040329 -4.30889012933 0.0981152447772 0.102518203637 0.0981152043237 0.10251824409
L2B2-100 2 0.042720833117 0.121568445071 0.0372059823898 3.99790207655 -5.37614826117 0.0332690592968 0.0411429054827 0.0332689869536 0.0411429778259
L2J4-200 2 0.0436543606395 1.12257414642 0.105189267821 5.97964586091 -4.12659370297 0.102828004939 0.107550530704 0.102827961549 0.107550574094
L2B2-100 3 0.0413006956658 0.123878638541 0.0336702784934 3.75044174045 -5.67933458716 0.0309652880763 0.0363752689104 0.0309652383706 0.0363753186162
L2J4-200 3 0.0429006934056 1.05591063097 0.0971145105402 6.19835145501 -4.09051843351 0.0947042962475 0.0995247248329 0.0947042519585 0.0995247691219
L2B2-100 1 -0.771705903945 10.0 0.0146690742114 -20.0 -3.72233611196 nan nan -0.0192474218679 0.0485855702907
L2J4-200 1 0.0416831044988 1.07921733975 0.0984497588188 6.09311543516 -4.18328750005 0.0962034761844 0.100696041453 0.0962034349077 0.10069608273
L2J1-100 2 0.0485401411402 0.703270259357 0.0821496143925 5.03023524176 -4.36980047605 0.078905374243 0.085393854542 0.0789053146282 0.0853939141568
L2J5-200 2 0.0452348877448 0.998923611336 0.103924003925 3.88795754278 -4.20492746776 0.101315212258 0.106532795591 0.10131516432 0.106532843529
L2J1-100 3 0.0446487582013 0.691522110208 0.0828974202481 5.54076067967 -4.40157076777 0.0795396925964 0.0862551478997 0.0795396308962 0.0862552095999
L2J5-200 3 0.0407802170531 0.988527855574 0.103026798193 3.53086023967 -4.18989842612 0.100362900793 0.105690695593 0.100362851842 0.105690744544
L2J1-100 1 0.0548400755638 0.540883854305 0.0941957073605 5.52361298261 -4.31932491973 0.088990481154 0.099400933567 0.088990385505 0.099401029216
L2J5-200 1 0.0405983074568 0.983681814343 0.099359066816 3.79060096522 -4.24763868983 0.0968900554876 0.101828078144 0.0968900101181 0.101828123514
L2J2-100 2 0.0475882240519 0.723386849502 0.079376552678 13.6642130459 -4.38080332682 0.0766033923019 0.0821497130541 0.0766033413435 0.0821497640125
L2J2-100 3 0.0464881762886 0.735930911 0.0700577980328 13.8323895205 -4.80431629086 0.0686648102974 0.0714507857681 0.0686647847004 0.0714508113651
