Sample Rep b0 A umax L z umax_lw umax_up umax_lw_FI umax_up_FI
L0S4-100 1 0.0656921942604 0.631524069808 0.07332619715 5.57859358695 -4.2552908179 0.0706593551903 0.0759930391098 0.0706593061855 0.0759930881145
L0S1-100 2 0.0586632985518 0.614050438718 0.078421352024 5.16290714008 -4.50214969422 0.0761182928013 0.0807244112467 0.0761182504813 0.0807244535667
L0S5-100 2 0.051865401656 0.679821883222 0.0679878518288 5.16939216373 -4.82813640977 0.0667697367935 0.069205966864 0.0667697144099 0.0692059892476
L0S1-100 3 0.0621655381261 0.617476458788 0.0792264244175 5.16448011454 -4.3112197001 0.0764854434677 0.0819674053673 0.0764853931006 0.0819674557344
L0S5-100 3 0.0546714383178 0.710608163083 0.0713012437852 5.28821965673 -4.62540244913 0.0697562211155 0.072846266455 0.0697561927248 0.0728462948457
L0S1-100 1 0.0583602672084 0.557797303808 0.0745580940077 5.38097080039 -4.39717757431 0.0718226668551 0.0772935211602 0.0718226165901 0.0772935714252
L0S5-100 1 0.0502561921669 0.716157324848 0.070846754296 5.39402549803 -4.21082178969 0.0685031058495 0.0731904027425 0.0685030627836 0.0731904458084
L0S2-100 2 0.0526950380442 0.694935128124 0.0798118432253 5.47073800784 -4.21301794385 0.0769934728358 0.0826302136147 0.0769934210467 0.0826302654039
L1S3-100 2 0.0473257045693 0.293816202311 0.0516193567682 9.4731617811 -4.51017068493 0.048351178064 0.0548875354723 0.0483511180093 0.054887595527
L0S2-100 3 0.053976418955 0.673492578266 0.083808265672 5.52580694622 -4.27493267091 0.0809298051775 0.0866867261665 0.0809297522841 0.0866867790598
L1S3-100 3 0.0482846970277 0.312301883488 0.0514387750571 9.86747373193 -4.00100240966 0.0468524239185 0.0560251261957 0.0468523396417 0.0560252104725
L0S2-100 1 0.0514204400886 0.663600583958 0.0721783181145 6.18383755026 -4.42271537536 0.0700569855639 0.074299650665 0.0700569465832 0.0742996896457
L1S3-100 1 0.044566625738 0.430404178358 0.0487337151359 9.87544445652 -4.49141630918 0.0468299130391 0.0506375172326 0.0468298780557 0.0506375522161
L0S3-100 2 0.0653046779082 0.651924593587 0.0818614443992 6.23061342612 -4.44707540158 0.0794360036867 0.0842868851118 0.0794359591179 0.0842869296806
L1S4-100 2 0.00286102003835 0.33108 0.0834554290331 5.09751724485 -2.55061244918 0.0502281765373 0.116682681529 0.0502275659675 0.116683292099
L0S3-100 3 0.0636532348107 0.649832461856 0.0810407614288 5.97305977205 -4.32328567381 0.0783541546853 0.0837273681722 0.0783541053174 0.0837274175401
L1S4-100 3 -0.023920300702 0.3471 0.0797862686045 3.85465874743 -2.33652283311 0.0307261154442 0.128846421765 0.0307252139359 0.128847323273
L0S3-100 1 0.0636009293337 0.641846132071 0.0856224699749 6.69564591745 -3.95908343072 0.0813167924357 0.0899281475141 0.0813167133165 0.0899282266334
L1S4-100 1 -0.0347356365587 0.339 0.0728707918302 3.82917986421 -2.23152123946 nan nan -0.0364654446985 0.182207028359
L0S4-100 2 0.0597817069884 0.720625102252 0.0752156061705 5.72677259999 -4.49148408321 0.07321578231 0.0772154300311 0.0732157455621 0.077215466779
L0S4-100 3 0.0670935956022 0.654913603926 0.079803164834 6.37433823602 -4.14990037638 0.0765608305991 0.0830454990689 0.0765607710194 0.0830455586487
