Sample Rep b0 A umax L z umax_lw umax_up umax_lw_FI umax_up_FI
L0B4-100 1 0.0496102386091 0.832519679919 0.0845902564086 6.93800267796 -4.64598789479 0.0828922340306 0.0862882787867 0.0828922028284 0.0862883099888
L0B1-100 2 0.0536654997702 0.779175393382 0.0912675083124 5.89583150252 -4.65007411369 0.0893874441678 0.0931475724571 0.0893874096205 0.0931476070044
L0B5-100 2 0.0478545265499 0.828506599313 0.066232587638 5.99571159457 -4.78628624093 0.0651113179635 0.0673538573125 0.0651112973595 0.0673538779164
L0B1-100 3 0.0533624729096 0.774921149064 0.0820221181211 5.84422194168 -4.74315294586 0.0804539556324 0.0835902806098 0.0804539268165 0.0835903094257
L0B5-100 3 0.0490117953559 0.848926664971 0.0692357021 6.11968633908 -4.55751611839 0.0677914588696 0.0706799453304 0.0677914323308 0.0706799718692
L0B1-100 1 0.0561453616634 0.782475386936 0.088158471006 6.40172175978 -3.80694352944 0.0840581890397 0.0922587529724 0.0840581136946 0.0922588283174
L0B5-100 1 0.0418572580778 0.881820128151 0.0679353073177 5.90963312795 -5.06588332979 0.0671261594654 0.06874445517 0.0671261445968 0.0687444700385
L0B2-100 2 0.0501262929899 0.746458501429 0.076872445118 5.94177984941 -4.92533200615 0.0756106657242 0.0781342245118 0.0756106425383 0.0781342476977
L1B1-200 2 0.0482819219886 0.516759544317 0.07773860832 7.45585972695 -4.39572947354 0.0742097599666 0.0812674566735 0.074209695122 0.0812675215181
L0B2-100 3 0.0494144104583 0.765100367622 0.0744394826921 6.06420729341 -4.87163055141 0.0731940220791 0.0756849433051 0.0731939991931 0.0756849661911
L1B1-200 3 0.0486139087067 0.48198833672 0.0717318141831 7.75223702603 -4.65740033158 0.0690231480782 0.0744404802879 0.0690230983049 0.0744405300612
L0B2-100 1 0.0517644457565 0.79364381146 0.0758786010253 7.23845490449 -4.67585717591 0.0743139389323 0.0774432631183 0.0743139101807 0.0774432918698
L1B1-200 1 0.0484597580336 0.489424695451 0.0836037069699 8.17236989432 -4.61501054982 0.0803031439166 0.0869042700231 0.0803030832669 0.0869043306729
L0B3-100 2 0.0491202678956 0.67674595355 0.0751228584458 6.82834495844 -4.77051521557 0.0735086975215 0.07673701937 0.0735086678604 0.0767370490312
L1B2-200 2 0.0492957944538 0.57003579357 0.0697355810746 6.54652582847 -4.33375035706 0.0666862986072 0.072784863542 0.0666862425749 0.0727849195743
L0B3-100 3 0.0491756220279 0.664780613822 0.076242802628 6.34834976523 -4.48963680078 0.074079671832 0.078405933424 0.0740796320833 0.0784059731728
L1B2-200 3 0.0466346048326 0.596188296549 0.0712165593568 6.5196241175 -4.45056682458 0.0685561830209 0.0738769356927 0.068556134135 0.0738769845786
L0B3-100 1 0.0505240365441 0.702018242774 0.0789882461063 7.07342328599 -4.09440590816 0.0758176537029 0.0821588385096 0.0758175954415 0.0821588967711
L1B2-200 1 0.0497994342565 0.624453933042 0.0704853667894 6.6718200745 -4.34832734237 0.0676526810748 0.073318052504 0.0676526290226 0.0733181045562
L0B4-100 2 0.0457747412134 0.867538420142 0.0778785129932 6.72715576221 -4.36018484295 0.0758614922125 0.0798955337738 0.0758614551486 0.0798955708377
L0B4-100 3 0.0521933115361 0.821696017439 0.0841378563437 7.24869257215 -4.68420908386 0.0824976329199 0.0857780797674 0.0824976027799 0.0857781099074
